Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2011-08-19,1,87,64,76, 5,63,68,0,11,1848,1848, ,0,M,0.0,0.00,29.18,29.89,3.3,14,5.2
2011-08-20,1,80,66,73, 2,67,69,0,8,1846,1846,RA FG BR,0,M,0.0,1.11,29.22,29.92,1.3,21,3.4
2011-08-21,1,80,64,72, 1,58,63,0,7,1845,1845,RA,0,M,0.0,  T,29.26,29.97,8.0,32,8.5
2011-08-22,1,82,59,71, 0,59,64,0,6,1843,1843, ,0,M,0.0,0.00,29.3,30.02,1.6,26,4.1
2011-08-23,1,73,62,68,-3,63,65,0,3,1842,1842,TSRA BR,0,M,0.0,0.65,29.1,29.86,9.1,20,9.8
2011-08-24,1,92,69,81,10,65,70,0,16,1840,1840,BR,0,M,0.0,0.00,28.99,29.7,8.2,27,10.7
2011-08-25,1,83,64,74, 4,59,64,0,9,1839,1839, ,0,M,0.0,0.00,29.26,29.95,4.1,36,7.3
2011-08-26,1,83,59,71, 1,58,63,0,6,1837,1837, ,0,M,0.0,0.00,29.26,29.98,1.9,26,3.3
2011-08-27,1,81,64,73, 3,62,66,0,8,1835,1835, ,0,M,0.0,0.00,29.21,29.93,8.2,2,9.2
2011-08-28,1,77,61,69,-1,57,61,0,4,1834,1834, ,0,M,0.0,0.00,29.22,29.93,7.0,2,7.9
2011-08-29,1,79,59,69,-1,56,62,0,4,1832,1832, ,0,M,0.0,0.00,29.31,30.01,1.4,2,3.5
2011-08-30,1,76,61,69,-1,56,62,0,4,1831,1831,RA,0,M,0.0,0.04,29.33,30.03,5.3,15,6.3
2011-08-31,1,87,65,76, 7,64,68,0,11,1829,1829,RA,0,M,0.0,  T,29.23,29.95,5.4,17,8.3
2011-09-01,1,93,71,82,14,71,75,0,17,1827,1827, ,0,M,0.0,0.00,29.2,29.91,5.2,21,5.9
2011-09-02,1,92,76,84,16,69,74,0,19,1826,1826,HZ,0,M,0.0,0.00,29.18,29.89,4.9,22,7.4
2011-09-03,1,89,69,79,11,67,71,0,14,1824,1824,RA BR HZ,0,M,0.0,0.02,29.16,29.87,2.5,29,6.2
2011-09-04,1,73,58,66,-2,54,60,0,1,1822,1822, ,0,M,0.0,0.00,29.24,29.94,10.5,32,11.5
2011-09-05,1,65,52,59,-8,45,52,6,0,1821,1821, ,0,M,0.0,0.00,29.39,30.1,14.2,1,14.8
2011-09-06,1,66,51,59,-8,46,52,6,0,1819,1819, ,0,M,0.0,0.00,29.44,30.16,9.5,3,10.1
2011-09-07,1,70,52,61,-6,47,54,4,0,1817,1817, ,0,M,0.0,0.00,29.42,30.16,10.2,1,10.8
2011-09-09,1,72,60,66, 0,60,62,0,1,1814,1814,RA,0,M,0.0,0.02,29.23,29.96,8.2,4,8.3
2011-09-10,1,78,56,67, 1,59,62,0,2,1812,1812,BR,0,M,0.0,0.00,29.29,30.0,0.9,14,3.1
2011-09-11,1,83,57,70, 5,59,63,0,5,1810,1810,BR,0,M,0.0,0.00,29.27,29.99,5.1,27,5.5
2011-09-12,1,86,64,75,10,59,65,0,10,1809,1809, ,0,M,0.0,0.00,29.18,29.91,10.5,23,10.9
2011-09-13,1,73,56,65, 0,54,59,0,0,1807,1807,BR HZ FU,0,M,0.0,0.00,29.2,29.9,4.9,31,8.7
2011-09-14,1,58,47,53,-11,43,49,12,0,1805,1805,RA BR HZ FU,0,M,0.0,0.08,29.39,30.09,6.3,34,7.3
2011-09-15,1,59,42,51,-13,35,44,14,0,1803,1803, ,0,M,0.0,0.00,29.61,30.33,7.4,1,8.5
2011-09-16,1,58,46,52,-12,40,47,13,0,1760,1760, ,0,M,0.0,0.00,29.59,30.33,1.4,8,3.3
2011-09-17,1,68,50,59,-5,45,52,6,0,1758,1758, ,0,M,0.0,0.00,29.53,30.27,7.7,11,8.9
2011-09-18,1,65,55,60,-4,55,57,5,0,1756,1756,RA DZ BR,0,M,0.0,0.43,29.34,30.11,8.9,15,9.5
2011-09-19,1,69,54,62,-1,58,60,3,0,1755,1755,RA BR,0,M,0.0,0.24,29.24,29.96,4.1,29,5.8
2011-09-21,1,71,56,64, 2,49,56,1,0,1751,1751,RA,0,M,0.0,  T,29.23,29.95,10.2,25,11.0
2011-09-22,1,64,51,58,-4,47,52,7,0,1749,1749, ,0,M,0.0,0.00,29.36,30.08,4.6,27,6.9
2011-09-23,1,62,48,55,-6,44,49,10,0,1748,1748, ,0,M,0.0,0.00,29.33,30.06,5.9,36,7.0
2011-09-24,1,62,51,57,-4,49,51,8,0,1746,1746,RA BR,0,M,0.0,0.14,29.26,29.99,3.6,3,4.6
2011-09-25,1,64,51,58,-3,53,55,7,0,1744,1744,RA,0,M,0.0,0.08,29.13,29.87,4.1,14,5.5
2011-09-26,1,60,53,57,-3,51,53,8,0,1742,1742,RA BR,0,M,0.0,1.21,28.92,29.65,8.8,18,15.4
2011-09-27,1,63,54,59,-1,53,55,6,0,1741,1741,RA BR,0,M,0.0,0.31,29.0,29.71,4.3,6,8.3
2011-09-28,1,63,53,58,-1,54,55,7,0,1739,1739,RA BR,0,M,0.0,0.77,29.07,29.78,6.5,32,7.0
2011-09-29,1,66,49,58,-1,51,53,7,0,1737,1737,RA BR,0,M,0.0,0.06,28.98,29.7,11.7,28,13.5
2011-09-30,1,57,45,51,-8,41,47,14,0,1735,1735,RA,0,M,0.0,0.09,29.32,30.01,14.6,34,15.0
2011-10-01,1,56,42,49,-9,40,45,16,0,1734,1734, ,0,M,0.0,  T,29.53,30.26,9.6,36,10.3
2011-10-02,1,66,41,54,-4,38,46,11,0,1732,1732, ,0,M,0.0,0.00,29.47,30.22,4.7,32,5.4
2011-10-03,1,69,44,57, 0,45,50,8,0,1730,1730, ,0,M,0.0,0.00,29.48,30.21,3.4,3,5.0
2011-10-04,1,76,43,60, 3,47,52,5,0,1729,1729, ,0,M,0.0,0.00,29.52,30.25,1.1,16,2.3
2011-10-05,1,80,49,65, 8,48,55,0,0,1727,1727, ,0,M,0.0,0.00,29.49,30.22,1.9,18,3.2
2011-10-06,1,81,50,66,10,51,58,0,1,1725,1725, ,0,M,0.0,0.00,29.5,30.23,3.8,15,4.6
2011-10-07,1,84,54,69,13,53,59,0,4,1724,1724, ,0,M,0.0,0.00,29.52,30.25,7.5,18,7.7
2011-10-08,1,82,54,68,12,54,60,0,3,1722,1722, ,0,M,0.0,0.00,29.56,30.27,7.2,19,7.6
2011-10-09,1,80,52,66,11,51,58,0,1,1720,1720, ,0,M,0.0,0.00,29.55,30.29,2.8,9,3.8
2011-10-10,1,76,54,65,10,51,57,0,0,1719,1719, ,0,M,0.0,0.00,29.39,30.13,5.2,16,6.0
2011-10-11,1,79,57,68,14,54,60,0,3,1717,1717, ,0,M,0.0,0.00,29.23,29.97,4.1,15,4.9
2011-10-12,1,78,55,67,13,52,58,0,2,1715,1715, ,0,M,0.0,0.00,29.03,29.77,7.0,14,8.1
2011-10-13,1,66,52,59, 6,55,58,6,0,1714,1714,RA BR,0,M,0.0,0.28,28.81,29.54,4.3,26,7.0
2011-10-14,1,62,48,55, 2,41,48,10,0,1712,1712, ,0,M,0.0,0.00,28.9,29.6,15.4,28,15.6
2011-10-15,1,62,47,55, 2,36,46,10,0,1711,1711, ,0,M,0.0,0.00,29.1,29.8,14.8,27,15.3
2011-10-16,1,62,48,55, 3,39,46,10,0,1709,1709,RA,0,M,0.0,0.17,29.08,29.81,7.4,28,8.5
2011-10-17,1,59,41,50,-2,33,42,15,0,1707,1707, ,0,M,0.0,0.00,29.11,29.85,10.2,26,10.4
2011-10-18,1,54,41,48,-3,37,43,17,0,1706,1706,RA,0,M,0.0,0.06,29.09,29.83,6.4,1,8.5
2011-10-19,1,49,44,47,-4,40,44,18,0,1704,1704,RA BR,0,M,0.0,0.85,28.93,29.69,17.1,36,18.0
2011-10-20,1,47,43,45,-5,37,42,20,0,1703,1703,RA,0,M,0.0,0.08,29.0,29.69,15.8,32,16.1
2011-10-21,1,55,38,47,-3,34,41,18,0,1701,1701, ,0,M,0.0,0.00,29.32,30.03,4.6,29,5.4
2011-10-22,1,66,34,50, 0,37,44,15,0,1660,1660, ,0,M,0.0,0.00,29.28,30.02,3.2,23,3.7
2011-10-23,1,68,38,53, 4,41,48,12,0,1658,1658,TSRA RA BR,0,M,0.0,0.20,29.19,29.93,6.1,22,6.9
2011-10-24,1,63,45,54, 5,39,46,11,0,1657,1657, ,0,M,0.0,0.00,29.34,30.05,5.7,28,7.3
2011-10-25,1,74,45,60,12,46,53,5,0,1656,1656,RA,0,M,0.0,0.02,29.11,29.86,7.6,19,11.9
2011-10-26,1,53,47,50, 2,42,46,15,0,1654,1654, ,0,M,0.0,0.00,29.19,29.91,12.4,36,12.6
2011-10-27,1,53,39,46,-2,37,42,19,0,1653,1653,RA,0,M,0.0,0.12,29.34,30.04,3.6,35,5.8
2011-10-28,1,55,35,45,-2,33,40,20,0,1651,1651, ,0,M,0.0,0.03,29.36,30.1,4.9,22,5.6
2011-10-29,1,55,34,45,-2,30,38,20,0,1650,1650, ,0,M,0.0,0.00,29.34,30.07,4.6,28,5.2
2011-10-30,1,57,33,45,-1,36,41,20,0,1649,1649,RA BR,0,M,0.0,0.17,29.27,30.02,10.6,19,11.1
2011-10-31,1,53,36,45,-1,36,40,20,0,1647,1647,BR,0,M,0.0,0.00,29.34,30.06,3.9,25,4.8
2012-05-01,1,65,49,57, 4,52,55,8,0,1849,1849,RA BR HZ,0,M,0.0,0.09,29.18,29.92,6.2,12,7.7
2012-05-02,1,80,58,69,15,60,64,0,4,1850,1850,FG+ BR,0,M,0.0,0.00,29.12,29.84,8.1,21,10.1
2012-05-03,1,86,66,76,22,65,69,0,11,1851,1851,TS TSRA,0,M,  T,1.34,29.16,29.86,10.8,21,12.0
2012-05-04,1,73,55,64,10,55,58,1,0,1852,1852,TSRA BR HZ,0,M,0.0,0.28,29.23,29.94,5.2,5,9.2
2012-05-05,1,60,52,56, 1,52,54,9,0,1853,1853,RA BR HZ,0,M,0.0,  T,29.29,30.01,8.0,4,8.3
2012-05-06,1,70,51,61, 6,53,56,4,0,1855,1855,TS TSRA RA BR,0,M,0.0,0.80,29.22,29.94,5.0,6,8.5
2012-05-07,1,64,52,58, 3,55,57,7,0,1856,1856,TSRA RA FG+ FG BR HZ,0,M,0.0,0.47,29.15,29.87,2.3,34,5.4
2012-05-08,1,70,52,61, 5,45,53,4,0,1857,1857,BR,0,M,0.0,0.00,29.13,29.86,8.3,28,8.9
2012-05-09,1,60,47,54,-2,43,49,11,0,1858,1858,RA,0,M,0.0,0.06,29.2,29.92,4.2,1,7.6
2012-05-10,1,67,46,57, 1,34,46,8,0,1859,1859, ,0,M,0.0,0.00,29.29,30.0,3.2,5,7.5
2012-05-11,1,78,43,61, 4,40,52,4,0,1860,1860, ,0,M,0.0,0.00,29.36,30.08,9.3,20,9.5
2012-05-12,1,69,53,61, 4,42,51,4,0,1901,1901,RA,0,M,0.0,0.03,29.51,30.22,5.7,3,9.3
2012-05-13,1,72,50,61, 3,31,48,4,0,1902,1902, ,0,M,0.0,0.00,29.45,30.18,7.4,4,7.8
2012-05-14,1,82,43,63, 5,36,51,2,0,1903,1903, ,0,M,0.0,0.00,29.31,30.05,2.5,19,5.2
2012-05-15,1,86,57,72,14,45,57,0,7,1904,1904,TS RA,0,M,0.0,0.05,29.18,29.9,6.9,25,12.6
2012-05-16,1,65,50,58,-1,33,46,7,0,1905,1905, ,0,M,0.0,0.00,29.38,30.09,9.6,5,10.5
2012-05-17,1,74,45,60, 1,39,50,5,0,1906,1906, ,0,M,0.0,0.00,29.38,30.1,5.3,11,5.8
2012-05-18,1,85,53,69, 9,41,54,0,4,1907,1907, ,0,M,0.0,0.00,29.29,30.02,8.7,16,9.2
2012-05-19,1,92,59,76,16,53,62,0,11,1908,1908, ,0,M,0.0,0.00,29.29,30.0,8.2,17,9.1
2012-05-20,1,93,65,79,18,57,65,0,14,1909,1909,TSRA RA,0,M,0.0,0.14,29.28,29.98,8.2,22,11.6
2012-05-21,1,67,54,61, 0,44,52,4,0,1910,1910, ,0,M,0.0,0.00,29.39,30.11,11.6,1,12.6
2012-05-22,1,71,50,61, 0,41,51,4,0,1911,1911, ,0,M,0.0,0.00,29.28,30.02,6.1,5,7.2
2012-05-23,1,82,47,65, 4,42,54,0,0,1912,1912, ,0,M,0.0,0.00,29.1,29.84,6.6,16,6.9
2012-05-24,1,90,64,77,15,53,63,0,12,1913,1913, ,0,M,0.0,0.00,28.97,29.69,17.5,18,17.7
2012-05-25,1,83,65,74,12,49,59,0,9,1914,1914, ,0,M,0.0,0.00,29.31,29.98,3.4,3,10.0
2012-05-26,1,86,60,73,11,54,61,0,8,1915,1915,RA,0,M,0.0,  T,29.37,30.07,9.6,7,11.2
2012-05-27,1,97,70,84,22,59,68,0,19,1916,1916, ,0,M,0.0,0.00,29.16,29.9,8.7,18,10.1
2012-05-28,1,95,77,86,23,60,69,0,21,1916,1916, ,0,M,0.0,  T,29.03,29.75,13.4,22,14.0
2012-05-29,1,85,61,73, 9,46,59,0,8,1917,1917, ,0,M,0.0,0.00,29.1,29.81,11.1,28,12.2
2012-05-30,1,70,53,62,-2,46,53,3,0,1918,1918, ,0,M,0.0,0.00,29.22,29.91,5.4,36,9.6
2012-05-31,1,54,47,51,-13,45,48,14,0,1919,1919,RA BR,0,M,0.0,1.12,29.2,29.95,10.3,4,11.0
2012-06-01,1,65,49,57,-7,43,49,8,0,1920,1920,RA,0,M,0.0,0.01,29.07,29.8,7.3,36,9.9
2012-06-02,1,76,49,63,-1,46,55,2,0,1920,1920, ,0,M,0.0,0.00,29.03,29.75,10.6,26,10.8
2012-06-03,1,81,57,69, 5,48,58,0,4,1921,1921, ,0,M,0.0,  T,29.1,29.81,9.5,28,9.7
2012-06-04,1,75,59,67, 3,47,56,0,2,1922,1922, ,0,M,0.0,  T,29.18,29.89,7.5,4,8.2
2012-06-05,1,70,57,64,-1,49,56,1,0,1923,1923, ,0,M,0.0,0.00,29.29,30.0,8.9,4,9.2
2012-06-06,1,76,52,64,-2,46,55,1,0,1923,1923, ,0,M,0.0,0.00,29.36,30.07,6.2,4,6.5
2012-06-07,1,82,54,68, 2,44,56,0,3,1924,1924, ,0,M,0.0,0.00,29.38,30.09,2.2,10,4.5
2012-06-08,1,88,54,71, 5,49,60,0,6,1925,1925, ,0,M,0.0,0.00,29.26,29.99,7.2,25,7.7
2012-06-09,1,90,65,78,12,50,62,0,13,1925,1925, ,0,M,0.0,0.00,29.18,29.9,9.3,22,10.1
2012-06-10,1,93,67,80,13,56,66,0,15,1926,1926, ,0,M,0.0,0.00,29.2,29.9,11.9,19,12.3
2012-06-11,1,90,70,80,13,62,68,0,15,1926,1926,RA,0,M,0.0,  T,29.12,29.82,8.9,23,11.1
2012-06-12,1,78,59,69, 1,46,57,0,4,1927,1927, ,0,M,0.0,0.00,29.34,30.03,7.0,33,10.5
2012-06-13,1,72,54,63,-5,45,55,2,0,1927,1927, ,0,M,0.0,0.00,29.43,30.15,7.2,8,7.5
2012-06-14,1,87,56,72, 4,48,59,0,7,1928,1928, ,0,M,0.0,0.00,29.34,30.08,7.9,13,9.0
2012-06-15,1,94,59,77, 9,49,62,0,12,1928,1928, ,0,M,0.0,0.00,29.33,30.04,8.2,16,9.7
2012-06-16,1,94,69,82,13,60,68,0,17,1929,1929,RA BR,0,M,0.0,0.31,29.23,29.95,10.0,20,11.3
2012-06-17,1,87,69,78, 9,59,66,0,13,1929,1929,RA BR,0,M,0.0,0.11,29.13,29.85,5.7,23,7.1
2012-06-18,1,94,69,82,12,65,71,0,17,1929,1929, ,0,M,0.0,0.00,29.03,29.73,16.8,21,17.2
2012-06-19,1,95,78,87,17,65,72,0,22,1930,1930, ,0,M,0.0,0.00,29.21,29.89,14.9,21,15.5
2012-06-20,1,95,77,86,16,62,71,0,21,1930,1930, ,0,M,0.0,0.00,29.22,29.93,15.2,21,15.4
2012-06-21,1,85,70,78, 8,59,66,0,13,1930,1930,RA,0,M,0.0,0.01,29.21,29.91,7.5,27,9.8
2012-06-22,1,87,64,76, 6,52,62,0,11,1931,1931, ,0,M,0.0,0.00,29.26,29.97,2.6,34,6.6
2012-06-23,1,87,62,75, 5,55,64,0,10,1931,1931, ,0,M,0.0,0.00,29.28,30.0,3.2,8,5.7
2012-06-24,1,94,65,80, 9,57,65,0,15,1931,1931, ,0,M,0.0,0.00,29.25,29.96,3.1,4,7.0
2012-06-25,1,76,60,68,-3,49,58,0,3,1931,1931, ,0,M,0.0,0.00,29.35,30.06,13.6,4,14.0
2012-06-26,1,83,56,70,-1,50,59,0,5,1931,1931, ,0,M,0.0,0.00,29.27,30.0,3.5,9,4.9
2012-06-27,1,92,57,75, 4,51,63,0,10,1931,1931, ,0,M,0.0,0.00,29.13,29.87,12.1,20,12.4
2012-06-28,1,100,76,88,17,69,74,0,23,1931,1931,TSRA HZ,0,M,0.0,0.04,29.08,29.78,6.4,26,8.4
2012-06-29,1,88,69,79, 8,61,67,0,14,1931,1931,TS TSRA RA,0,M,0.0,0.42,29.16,29.84,2.4,4,6.9
2012-06-30,1,92,69,81, 9,67,72,0,16,1931,1931, ,0,M,0.0,0.00,29.11,29.82,6.0,24,6.6
2012-07-01,1,91,68,80, 8,67,71,0,15,1931,1931, ,0,M,0.0,  T,29.23,29.92,3.1,23,5.4
2012-07-02,1,98,71,85,13,69,74,0,20,1931,1931,BR HZ,0,M,0.0,0.00,29.21,29.93,4.4,23,5.2
2012-07-03,1,96,77,87,15,67,74,0,22,1931,1931, ,0,M,0.0,0.00,29.13,29.85,9.4,25,9.9
2012-07-04,1,102,79,91,19,68,75,0,26,1930,1930, ,0,M,0.0,0.00,29.15,29.85,9.4,25,9.6
2012-07-05,1,103,79,91,19,69,75,0,26,1930,1930,TSRA,0,M,0.0,0.28,29.2,29.89,5.5,24,7.5
2012-07-06,1,103,82,93,21,71,77,0,28,1930,1930, ,0,M,0.0,0.00,29.21,29.92,6.5,27,7.3
2012-07-07,1,98,73,86,14,67,72,0,21,1930,1930, ,0,M,0.0,0.00,29.26,29.96,7.9,2,11.9
2012-07-08,1,85,68,77, 4,56,65,0,12,1929,1929, ,0,M,0.0,0.00,29.34,30.04,11.3,3,11.5
2012-07-09,1,91,66,79, 6,57,65,0,14,1929,1929, ,0,M,0.0,0.00,29.33,30.03,4.7,5,6.8
2012-07-10,1,83,67,75, 2,55,64,0,10,1929,1929, ,0,M,0.0,0.00,29.39,30.1,9.9,4,10.1
2012-07-11,1,87,64,76, 3,57,65,0,11,1928,1928, ,0,M,0.0,0.00,29.39,30.1,5.8,9,8.1
2012-07-12,1,91,66,79, 6,54,65,0,14,1928,1928, ,0,M,0.0,0.00,29.35,30.06,6.4,11,8.0
2012-07-13,1,93,70,82, 9,63,69,0,17,1927,1927,TS TSRA RA BR,0,M,0.0,0.28,29.31,30.03,3.4,15,6.2
2012-07-14,1,90,70,80, 7,65,70,0,15,1927,1927, ,0,M,0.0,  T,29.3,30.02,2.0,25,6.4
2012-07-15,1,95,71,83, 9,66,71,0,18,1926,1926, ,0,M,0.0,0.00,29.29,30.01,2.2,27,7.4
2012-07-16,1,97,72,85,11,66,72,0,20,1925,1925, ,0,M,0.0,0.00,29.19,29.91,7.1,24,7.6
2012-07-17,1,99,79,89,15,67,74,0,24,1925,1925, ,0,M,0.0,0.00,29.13,29.83,8.6,26,9.8
2012-07-18,1,94,72,83, 9,71,74,0,18,1924,1924,TS TSRA RA BR,0,M,0.0,0.85,29.18,29.89,6.0,6,8.3
2012-07-19,1,83,71,77, 3,70,72,0,12,1923,1923,TSRA RA BR,0,M,0.0,0.80,29.2,29.9,5.2,4,10.9
2012-07-20,1,81,68,75, 1,59,65,0,10,1923,1923, ,0,M,0.0,0.00,29.34,30.04,9.5,4,10.1
2012-07-21,1,87,65,76, 2,63,69,0,11,1922,1922, ,0,M,0.0,0.00,29.34,30.05,4.3,24,4.9
2012-07-22,1,89,68,79, 5,66,70,0,14,1921,1921, ,0,M,0.0,  T,29.31,30.04,5.9,21,6.4
2012-07-23,1,97,81,89,15,68,74,0,24,1920,1920,RA,0,M,0.0,  T,29.2,29.91,9.8,24,10.5
2012-07-24,1,84,69,77, 3,65,70,0,12,1919,1919,TSRA RA,0,M,0.0,0.54,29.24,29.94,6.6,5,7.8
2012-07-25,1,99,70,85,11,67,73,0,20,1918,1918,RA,0,M,0.0,0.01,28.99,29.73,9.3,20,12.2
2012-07-26,1,89,69,79, 5,69,72,0,14,1918,1918,TSRA RA,0,M,0.0,0.71,29.0,29.7,6.4,25,9.1
2012-07-27,1,86,66,76, 2,64,68,0,11,1917,1917, ,0,M,0.0,0.03,29.17,29.84,5.4,34,8.6
2012-07-28,1,82,67,75, 1,60,66,0,10,1916,1916, ,0,M,0.0,0.00,29.38,30.07,6.2,6,7.9
2012-07-29,1,85,63,74, 0,59,66,0,9,1915,1915,RA,0,M,0.0,  T,29.31,30.03,4.4,15,5.5
2012-07-30,1,92,69,81, 7,62,69,0,16,1914,1914, ,0,M,0.0,0.00,29.19,29.91,5.7,21,7.0
2012-07-31,1,85,68,77, 3,65,69,0,12,1913,1913, ,0,M,0.0,0.16,29.21,29.91,4.2,6,7.0
2012-08-01,1,90,68,79, 6,64,69,0,14,1911,1911, ,0,M,0.0,0.00,29.19,29.91,1.7,19,3.6
2012-08-02,1,93,66,80, 7,63,69,0,15,1910,1910, ,0,M,0.0,0.00,29.13,29.85,1.5,11,6.5
2012-08-03,1,95,71,83,10,67,72,0,18,1909,1909,BR,0,M,0.0,0.00,29.16,29.86,4.9,7,6.3
2012-08-04,1,93,71,82, 9,69,72,0,17,1908,1908,TS TSRA,0,M,0.0,0.37,29.15,29.85,3.8,20,6.0
2012-08-05,1,84,66,75, 2,59,66,0,10,1907,1907, ,0,M,0.0,0.00,29.35,30.04,7.0,31,9.1
2012-08-06,1,85,62,74, 1,56,64,0,9,1906,1906, ,0,M,0.0,0.00,29.35,30.07,3.2,24,4.3
2012-08-07,1,92,62,77, 4,60,68,0,12,1904,1904, ,0,M,0.0,0.00,29.21,29.94,7.0,25,8.3
2012-08-08,1,84,72,78, 5,62,68,0,13,1903,1903,RA,0,M,0.0,  T,29.24,29.96,8.3,5,8.6
2012-08-09,1,75,63,69,-4,63,65,0,4,1902,1902,RA BR,0,M,0.0,0.05,29.16,29.88,7.3,4,9.6
2012-08-10,1,76,61,69,-4,55,60,0,4,1900,1900,TSRA RA BR,0,M,0.0,0.18,29.2,29.91,13.2,36,14.2
2012-08-11,1,78,56,67,-6,53,59,0,2,1859,1859, ,0,M,0.0,0.00,29.26,29.97,6.5,35,8.5
2012-08-12,1,76,55,66,-7,54,60,0,1,1858,1858, ,0,M,0.0,  T,29.27,29.99,3.4,22,3.8
2012-08-13,1,69,60,65,-8,61,63,0,0,1856,1856,RA BR,0,M,0.0,0.40,29.24,29.96,0.3,2,3.4
2012-08-14,1,84,56,70,-2,60,64,0,5,1855,1855,BR,0,M,0.0,  T,29.2,29.92,0.6,6,4.8
2012-08-15,1,85,65,75, 3,60,66,0,10,1854,1854, ,0,M,0.0,  T,29.19,29.91,5.7,23,6.3
2012-08-16,1,76,62,69,-3,61,65,0,4,1852,1852,TSRA BR,0,M,0.0,0.39,29.13,29.84,7.0,25,10.7
2012-08-17,1,76,58,67,-5,51,58,0,2,1851,1851, ,0,M,0.0,0.00,29.27,29.98,4.9,33,7.4
2012-08-18,1,77,53,65,-7,51,58,0,0,1849,1849, ,0,M,0.0,0.00,29.26,29.98,2.6,14,4.5
2012-08-19,1,79,60,70,-1,50,58,0,5,1848,1848, ,0,M,0.0,0.00,29.22,29.94,1.5,7,3.6
2012-08-20,1,74,58,66,-5,56,60,0,1,1846,1846,TSRA RA,0,M,0.0,0.08,29.25,29.96,3.5,5,6.2
2012-08-21,1,79,53,66,-5,50,58,0,1,1845,1845, ,0,M,0.0,0.00,29.35,30.06,2.6,13,4.6
2012-08-22,1,85,54,70,-1,52,60,0,5,1843,1843, ,0,M,0.0,0.00,29.35,30.07,5.5,19,5.8
2012-08-23,1,92,64,78, 7,56,64,0,13,1842,1842,RA,0,M,0.0,0.03,29.33,30.04,7.6,18,8.1
2012-08-24,1,94,64,79, 8,57,66,0,14,1840,1840, ,0,M,0.0,0.00,29.28,29.99,8.2,19,8.8
2012-08-25,1,93,66,80,10,57,66,0,15,1839,1839, ,0,M,0.0,0.00,29.29,30.01,7.4,18,7.9
2012-08-26,1,79,66,73, 3,67,68,0,8,1837,1837,RA BR,0,M,0.0,0.57,29.29,30.01,6.1,18,7.1
2012-08-27,1,88,66,77, 7,61,67,0,12,1835,1835,BR,0,M,0.0,0.00,29.33,30.03,4.6,1,6.0
2012-08-28,1,86,63,75, 5,61,65,0,10,1834,1834, ,0,M,0.0,0.00,29.37,30.08,3.6,7,5.2
2012-08-29,1,84,65,75, 5,59,65,0,10,1832,1832, ,0,M,0.0,0.00,29.33,30.05,4.8,13,5.8
2012-08-30,1,90,64,77, 7,59,66,0,12,1831,1831, ,0,M,0.0,0.00,29.28,29.99,10.2,20,10.5
2012-08-31,1,92,71,82,13,64,70,0,17,1829,1829, ,0,M,0.0,0.00,29.32,30.02,4.9,24,10.4
2012-09-01,1,75,71,73, 5,66,69,0,8,1827,1827,RA,0,M,0.0,  T,29.29,30.01,12.1,5,11.9
2012-09-02,1,82,73,78,10,69,71,0,13,1826,1826, ,0,M,0.0,  T,29.19,29.91,10.4,6,10.7
2012-09-04,1,90,66,78,10,69,72,0,13,1822,1822,TSRA RA BR,0,M,0.0,0.64,29.13,29.86,2.8,7,8.6
2012-09-05,1,86,63,75, 8,64,68,0,10,1821,1821,RA,0,M,0.0,0.16,29.11,29.8,3.3,23,7.1
2012-09-06,1,86,68,77,10,61,67,0,12,1819,1819, ,0,M,0.0,0.00,29.18,29.89,3.2,34,6.6
2012-09-07,1,78,59,69, 2,60,64,0,4,1817,1817,RA BR,0,M,0.0,0.06,29.11,29.82,4.7,34,9.6
2012-09-08,1,73,54,64,-2,50,56,1,0,1815,1815,RA,0,M,0.0,0.28,29.14,29.86,9.5,31,11.6
2012-09-09,1,72,55,64,-2,51,56,1,0,1814,1814, ,0,M,0.0,0.00,29.35,30.04,8.1,35,9.4
2012-09-10,1,75,52,64,-2,50,56,1,0,1812,1812, ,0,M,0.0,0.00,29.42,30.14,5.9,19,6.5
2012-09-11,1,83,52,68, 3,53,60,0,3,1810,1810, ,0,M,0.0,0.00,29.38,30.1,11.1,20,11.5
2012-09-12,1,86,63,75,10,56,63,0,10,1809,1809, ,0,M,0.0,0.00,29.4,30.11,10.0,21,10.3
2012-09-13,1,71,54,63,-2,53,57,2,0,1807,1807,RA,0,M,0.0,0.19,29.54,30.25,8.7,36,10.0
2012-09-14,1,76,51,64, 0,46,54,1,0,1805,1805, ,0,M,0.0,0.00,29.57,30.29,6.6,30,7.7
2012-09-15,1,79,50,65, 1,46,55,0,0,1803,1803, ,0,M,0.0,0.00,29.47,30.21,1.7,17,4.0
2012-09-16,1,77,49,63,-1,47,55,2,0,1760,1760, ,0,M,0.0,0.00,29.3,30.04,4.7,22,5.0
2012-09-17,1,78,55,67, 3,56,59,0,2,1758,1758,TSRA RA BR,0,M,0.0,0.26,29.1,29.84,4.8,26,9.0
2012-09-18,1,63,47,55,-9,39,47,10,0,1756,1756, ,0,M,0.0,  T,29.21,29.92,11.8,33,12.2
2012-09-19,1,73,41,57,-6,40,50,8,0,1755,1755, ,0,M,0.0,0.00,29.19,29.93,15.9,20,16.1
